student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
522070,16.0,69.4,8.0,100.0,A
822071,15.3,92.1,10.0,87.7,A
884052,12.4,88.0,4.6,75.1,B
758892,16.0,80.5,4.7,100.0,A
143924,2.0,89.3,5.9,72.1,B
118412,8.1,86.5,5.0,66.7,C
685982,16.0,60.9,5.1,83.7,B
239814,10.0,100.0,1.4,89.8,A
978582,9.6,92.6,5.9,63.9,C
650392,13.4,65.8,5.7,68.5,C
929277,14.8,100.0,6.1,83.3,B
456662,11.9,71.4,4.1,59.6,C
317512,10.1,89.2,1.9,75.2,B
591395,16.0,92.8,4.0,89.1,A
768040,16.0,76.1,4.1,100.0,A
170787,4.9,73.7,2.2,66.6,C
847715,6.8,93.6,4.8,35.4,F
987486,16.0,80.2,6.6,100.0,A
471887,9.6,79.1,6.7,67.7,C
537479,8.5,68.9,6.1,70.2,B
778522,16.0,78.1,6.7,90.6,A
422167,16.0,89.8,7.7,92.4,A
22540,16.0,68.0,6.3,100.0,A
450640,16.0,88.4,5.2,100.0,A
525910,16.0,100.0,6.8,100.0,A
965513,13.3,72.7,6.8,92.7,A
677443,16.0,73.2,7.6,92.3,A
196954,15.0,76.9,9.7,100.0,A
424888,16.0,90.2,5.0,100.0,A
317028,13.5,95.3,9.5,92.2,A
378829,12.1,100.0,2.6,69.8,C
333892,16.0,85.1,6.7,92.7,A
627855,16.0,93.7,2.1,89.5,A
306148,13.7,62.0,4.1,90.5,A
627604,16.0,79.8,6.7,100.0,A
831002,11.6,81.3,8.1,81.2,B
254200,15.8,83.8,6.2,74.5,B
4089,16.0,97.1,4.6,98.5,A
283315,16.0,78.7,8.8,100.0,A
115663,16.0,100.0,6.7,100.0,A
589981,16.0,76.0,4.9,90.7,A
8688,16.0,100.0,5.2,100.0,A
2502,16.0,100.0,6.9,93.7,A
816570,9.3,81.4,9.1,66.8,C
218239,16.0,87.0,7.2,100.0,A
595674,16.0,97.8,5.2,96.5,A
963042,12.8,89.5,7.5,68.7,C
816762,16.0,73.7,5.7,100.0,A
618978,0.0,82.6,3.7,63.4,C
993132,16.0,80.1,4.5,87.8,A
279756,16.0,84.3,8.5,100.0,A
490347,9.5,70.0,6.5,67.9,C
756275,10.4,96.1,3.0,89.5,A
60350,7.8,62.9,5.4,77.0,B
236720,10.5,89.2,6.5,62.3,C
342140,15.1,77.5,6.0,78.3,B
16813,16.0,73.5,7.9,88.6,A
660517,7.4,90.1,4.9,59.0,C
533255,5.1,94.8,6.2,42.5,D
445059,16.0,94.8,7.5,94.7,A
198975,16.0,94.8,9.7,97.6,A
345386,16.0,74.5,6.4,100.0,A
845600,4.7,70.5,8.6,63.2,C
778414,7.3,84.6,8.3,66.0,C
934651,13.6,88.2,7.1,87.6,A
584273,15.8,79.1,7.2,83.4,B
774106,14.3,93.5,7.5,78.4,B
884786,14.9,80.8,10.0,96.3,A
601681,10.8,98.4,2.3,72.3,B
542877,10.8,77.2,5.1,89.6,A
868683,3.9,79.6,5.0,52.5,D
113984,8.9,100.0,10.0,83.2,B
261844,16.0,100.0,8.7,100.0,A
870569,14.2,71.0,7.6,75.3,B
713243,6.6,71.7,8.7,67.0,C
158873,13.0,73.8,6.0,83.0,B
359066,16.0,94.4,7.1,100.0,A
348184,16.0,88.6,5.2,100.0,A
250260,12.0,70.8,9.7,94.7,A
461587,16.0,80.7,6.2,100.0,A
503223,16.0,88.8,9.0,85.5,A
201288,16.0,81.8,6.8,100.0,A
734108,9.9,95.4,8.4,73.9,B
101004,16.0,82.5,3.8,100.0,A
582330,5.7,96.5,5.9,62.7,C
969589,15.8,88.3,3.7,82.1,B
764740,14.3,75.4,3.3,100.0,A
617890,10.0,77.7,6.1,88.2,A
852270,16.0,86.6,7.0,100.0,A
652852,16.0,86.6,1.9,96.3,A
844210,10.0,91.7,10.0,82.6,B
551812,16.0,74.9,8.1,100.0,A
574939,12.9,85.9,5.5,74.6,B
485886,11.2,84.8,4.2,80.3,B
528804,14.6,83.4,9.9,88.9,A
59004,16.0,88.8,5.6,99.4,A
695440,16.0,74.5,4.3,90.7,A
131497,16.0,75.4,5.8,100.0,A
352804,16.0,85.5,6.7,100.0,A
459843,1.9,73.8,6.3,48.9,D
513071,16.0,73.6,6.1,72.5,B
22493,16.0,74.6,8.6,100.0,A
217134,8.5,90.1,4.0,72.4,B
448715,8.7,84.2,5.9,56.1,C
848724,16.0,100.0,6.5,100.0,A
464361,0.0,100.0,5.5,53.7,D
32421,16.0,94.7,5.7,100.0,A
389628,16.0,74.3,8.1,97.1,A
237549,14.8,79.4,3.5,94.3,A
879475,16.0,76.7,5.8,100.0,A
311333,16.0,76.0,6.6,90.9,A
563331,15.6,83.5,4.2,97.8,A
127689,16.0,94.6,6.2,86.2,A
32323,8.7,85.1,5.5,72.2,B
895581,16.0,95.0,7.9,100.0,A
107476,7.3,76.1,3.9,72.6,B
710652,16.0,71.6,5.4,99.4,A
44203,9.7,52.7,5.1,78.6,B
53281,16.0,77.5,8.4,95.3,A
562526,7.4,96.2,6.4,59.2,C
711590,10.0,67.3,9.7,63.7,C
12433,3.7,100.0,2.6,67.9,C
670691,16.0,90.8,4.0,100.0,A
196688,6.8,100.0,8.2,71.3,B
430416,15.6,100.0,5.9,93.2,A
868194,16.0,64.0,4.7,98.6,A
195811,13.7,80.9,5.9,73.4,B
506139,16.0,98.0,0.5,91.0,A
181571,12.6,90.8,8.6,81.5,B
213628,16.0,87.6,6.3,100.0,A
225523,12.6,83.8,8.1,85.8,A
291189,16.0,100.0,5.3,88.9,A
44741,5.9,73.9,5.0,67.1,C
92773,16.0,58.6,5.2,100.0,A
890501,16.0,97.7,5.1,97.2,A
74056,16.0,76.6,5.3,98.9,A
73782,16.0,79.9,4.9,100.0,A
143460,13.8,73.0,8.3,100.0,A
533394,11.6,84.1,3.4,73.3,B
9862,16.0,96.0,7.6,100.0,A
161596,3.1,94.2,7.0,55.2,C
357642,16.0,99.3,6.3,100.0,A
996614,6.4,97.9,7.0,78.1,B
317942,16.0,88.9,5.7,100.0,A
967953,16.0,77.2,4.6,73.9,B
604523,16.0,93.9,2.4,100.0,A
635290,14.6,92.0,3.9,100.0,A
114536,9.1,87.9,4.7,65.1,C
469955,16.0,99.6,3.1,100.0,A
247351,16.0,68.9,6.8,100.0,A
593103,10.9,80.8,8.0,83.7,B
472597,16.0,76.4,6.6,92.1,A
643741,16.0,90.2,5.3,100.0,A
991050,16.0,72.0,3.3,100.0,A
322063,9.9,86.3,4.5,80.3,B
465937,7.2,95.1,1.4,59.6,C
103840,16.0,82.5,6.0,100.0,A
634419,11.7,95.4,4.9,68.9,C
231236,11.7,80.8,6.7,89.3,A
272192,10.3,91.4,0.0,65.6,C
327889,2.0,81.1,6.9,61.5,C
831920,16.0,80.1,5.5,94.2,A
863310,16.0,94.6,7.2,100.0,A
547791,16.0,83.5,10.0,100.0,A
984639,15.8,87.0,9.0,85.7,A
733467,16.0,100.0,4.0,82.8,B
242936,16.0,86.5,8.9,100.0,A
544311,16.0,100.0,4.6,100.0,A
346963,16.0,80.5,8.7,100.0,A
286954,8.2,76.6,5.0,76.7,B
257600,16.0,68.5,6.5,100.0,A
700478,0.4,94.7,6.7,62.9,C
654635,13.4,73.2,5.3,80.9,B
927982,15.1,83.2,7.7,86.0,A
590854,16.0,77.0,6.2,100.0,A
337460,10.4,74.7,5.6,62.0,C
450539,13.2,77.6,3.6,80.4,B
907196,13.4,100.0,7.6,83.1,B
856177,12.7,88.7,7.3,96.7,A
854638,16.0,92.3,6.5,96.2,A
166621,16.0,65.0,7.8,97.6,A
971189,16.0,90.2,5.6,100.0,A
950562,13.0,95.7,4.2,86.8,A
475946,11.3,84.4,8.2,60.3,C
822722,16.0,78.3,8.1,100.0,A
60097,16.0,87.7,3.5,100.0,A
980900,16.0,89.0,4.7,89.9,A
342564,6.8,76.0,6.8,57.8,C
312934,14.4,100.0,9.3,86.3,A
981327,16.0,81.7,5.6,91.9,A
47146,16.0,94.9,7.8,77.2,B
87246,16.0,76.9,6.2,85.3,A
399406,16.0,80.4,2.4,99.1,A
166583,16.0,83.8,6.6,93.2,A
378174,11.9,78.8,10.0,64.4,C
676865,9.7,98.3,4.6,77.8,B
151586,8.4,82.1,6.0,82.0,B
303729,16.0,91.0,5.3,90.5,A
250932,12.7,89.2,6.2,78.6,B
942889,16.0,81.9,3.0,100.0,A
933312,13.7,92.4,4.1,67.6,C
768540,11.9,86.3,3.6,72.1,B
39435,4.3,74.7,3.8,67.2,C
754419,14.1,75.4,7.8,63.7,C
847199,13.7,80.3,5.8,76.8,B
373547,2.5,58.2,3.7,63.4,C
816117,16.0,80.1,8.1,95.8,A
470055,16.0,83.9,8.1,100.0,A
612697,11.6,88.3,8.8,84.7,B
707458,11.7,71.9,5.6,64.3,C
353382,16.0,68.7,7.5,100.0,A
998563,16.0,75.0,2.9,98.0,A
328470,16.0,89.6,6.9,88.4,A
336494,16.0,74.2,6.5,98.0,A
871324,16.0,91.6,6.1,100.0,A
893089,5.5,83.2,3.4,61.4,C
746902,3.2,85.1,5.8,56.7,C
13306,11.3,85.8,5.5,76.7,B
102346,16.0,75.8,4.4,98.0,A
874974,16.0,77.5,5.1,100.0,A
237932,16.0,78.4,8.0,100.0,A
82737,3.5,91.3,5.4,68.5,C
719596,15.5,90.8,5.2,72.8,B
290125,8.5,71.4,5.5,93.1,A
473512,16.0,89.7,4.5,100.0,A
432115,12.0,75.7,7.8,79.6,B
188833,16.0,73.8,5.6,97.3,A
39084,10.4,96.9,6.0,78.4,B
30122,12.7,84.0,7.1,85.8,A
240443,16.0,69.1,0.0,100.0,A
569987,7.7,91.5,5.3,55.8,C
338548,2.7,84.7,8.9,65.0,C
625034,16.0,88.5,7.8,100.0,A
87072,13.2,92.4,6.6,85.4,A
187616,15.6,97.5,1.1,95.5,A
268124,9.3,67.3,5.8,78.6,B
42033,16.0,100.0,5.1,79.3,B
68699,9.4,87.0,5.1,77.7,B
980983,14.9,91.6,6.5,90.4,A
413792,16.0,82.5,6.3,100.0,A
725467,16.0,67.5,4.0,90.3,A
429438,16.0,79.9,8.0,100.0,A
355143,6.0,84.8,8.7,89.9,A
26529,15.7,78.2,2.8,98.8,A
83215,16.0,82.0,6.5,100.0,A
123139,16.0,86.6,6.8,90.4,A
669289,14.8,90.3,5.3,77.4,B
71687,16.0,100.0,3.0,88.9,A
440048,16.0,67.3,6.0,100.0,A
584104,16.0,95.2,5.2,93.0,A
262939,2.2,97.3,4.6,45.8,D
937834,15.1,100.0,6.0,73.8,B
454008,10.3,81.0,4.6,91.5,A
531116,9.7,81.5,3.5,77.8,B
500286,0.0,89.1,10.0,42.2,D
813901,6.8,82.4,5.2,51.7,D
154301,13.2,90.6,5.3,100.0,A
35799,2.5,82.0,6.6,43.3,D
487972,16.0,84.1,6.4,84.0,B
501042,8.9,100.0,5.1,65.6,C
947187,15.2,79.3,5.1,85.0,B
532800,15.5,88.4,5.2,95.4,A
772754,4.4,99.9,6.9,45.0,D
900861,16.0,92.6,5.9,95.6,A
988830,16.0,63.6,7.0,88.1,A
831899,13.2,100.0,5.8,82.6,B
811950,16.0,90.5,9.0,99.0,A
260512,8.6,71.2,9.0,73.6,B
327107,16.0,86.4,7.1,100.0,A
101150,8.1,95.6,8.6,64.0,C
235931,16.0,100.0,7.1,100.0,A
878302,0.0,87.0,5.4,70.2,B
733531,13.9,86.5,10.0,80.4,B
502698,16.0,85.3,6.5,92.6,A
455923,16.0,89.1,6.2,100.0,A
315539,16.0,95.7,3.5,95.1,A
141900,7.1,89.8,7.6,58.4,C
722277,15.1,86.7,8.5,74.3,B
12259,6.1,84.3,6.7,73.2,B
965236,16.0,99.5,4.5,100.0,A
877571,7.2,73.9,6.0,57.8,C
808898,6.8,68.9,6.5,70.8,B
557201,16.0,91.6,8.3,100.0,A
919964,16.0,83.0,5.1,100.0,A
498039,13.7,67.3,4.8,89.3,A
471990,11.1,89.8,6.4,77.3,B
67352,16.0,84.3,5.6,100.0,A
191937,16.0,87.4,6.8,88.2,A
613247,16.0,80.8,4.8,97.0,A
810059,3.1,100.0,6.6,73.0,B
167880,12.9,66.5,4.3,68.3,C
58211,16.0,93.8,8.6,83.2,B
489740,6.3,88.0,10.0,74.1,B
67211,14.5,71.3,4.1,99.5,A
969418,16.0,91.2,3.5,100.0,A
724238,3.9,83.5,7.3,70.5,B
604268,16.0,81.4,5.4,85.7,A
96997,12.6,87.6,3.0,90.5,A
260835,10.3,88.4,5.3,74.4,B
151706,16.0,100.0,9.0,100.0,A
323553,7.4,59.8,6.9,63.5,C
439480,7.9,76.1,7.8,76.3,B
850462,16.0,79.8,6.3,100.0,A
410743,10.6,81.4,4.9,62.8,C
366212,3.5,74.2,8.0,34.6,F
355857,16.0,82.8,6.0,89.4,A
213524,15.7,89.6,6.3,84.5,B
497777,16.0,89.0,5.1,97.0,A
563666,16.0,87.6,6.2,100.0,A
74882,16.0,95.7,6.5,100.0,A
497441,16.0,89.7,6.1,97.2,A
18869,16.0,79.3,5.4,100.0,A
96852,15.3,93.8,7.5,76.8,B
982177,3.6,97.8,7.3,58.3,C
153468,16.0,71.4,4.8,99.8,A
818917,13.9,100.0,6.1,93.4,A
687029,0.0,91.1,5.1,45.6,D
76029,14.8,79.7,6.2,72.4,B
884644,0.0,86.9,4.4,60.0,C
517716,16.0,78.9,5.8,77.4,B
888272,12.8,82.9,8.1,70.3,B
864779,14.5,81.5,4.7,87.0,A
641574,10.6,90.6,4.2,82.7,B
474798,15.7,94.1,6.7,88.3,A
622958,16.0,98.4,8.1,90.0,A
950697,10.1,79.9,7.1,85.8,A
624418,11.1,100.0,6.4,69.6,C
265884,16.0,85.7,5.6,98.9,A
590860,14.0,79.5,4.9,94.4,A
946954,9.8,80.6,4.0,93.1,A
928503,16.0,85.9,5.8,85.5,A
151591,0.0,90.7,7.4,48.2,D
242631,12.8,96.6,5.5,72.6,B
147959,16.0,82.4,3.7,97.1,A
319132,16.0,93.2,3.2,100.0,A
362445,12.1,69.1,5.9,72.0,B
899950,9.1,79.7,5.9,70.0,C
608204,16.0,86.3,4.9,100.0,A
689346,12.7,96.1,6.9,77.8,B
60721,16.0,85.9,8.4,100.0,A
798646,14.5,66.0,7.2,90.7,A
591094,16.0,97.3,8.2,81.0,B
387252,16.0,76.3,7.4,97.4,A
636947,16.0,85.3,7.8,100.0,A
351016,16.0,87.4,7.3,90.9,A
37429,12.9,88.9,5.8,80.4,B
517079,5.1,84.6,7.3,66.1,C
185184,5.5,82.8,7.2,75.9,B
88200,16.0,100.0,5.9,99.0,A
665879,16.0,57.3,7.0,97.9,A
222481,16.0,80.1,7.4,100.0,A
370029,15.2,87.9,7.0,77.9,B
816006,12.9,87.8,4.8,80.3,B
30939,6.4,100.0,5.4,60.9,C
916855,16.0,78.9,6.8,100.0,A
192309,4.7,82.9,4.7,61.2,C
459849,9.8,85.8,3.5,55.5,C
631568,16.0,88.6,6.3,100.0,A
81085,16.0,93.2,7.1,100.0,A
865833,7.6,74.5,5.9,72.2,B
201090,13.8,97.1,4.8,83.3,B
895295,12.8,96.9,7.4,72.1,B
168152,10.4,79.9,6.8,64.7,C
693213,16.0,81.9,4.2,100.0,A
281833,16.0,81.9,8.5,100.0,A
601265,16.0,85.2,4.9,100.0,A
813600,10.9,89.2,5.8,77.7,B
898532,6.9,89.3,6.2,69.3,C
794202,16.0,94.6,6.6,100.0,A
107486,9.8,86.0,4.9,64.6,C
377328,11.1,75.9,6.6,79.5,B
304661,9.7,92.1,3.7,69.3,C
993824,16.0,91.4,5.1,100.0,A
771797,8.5,87.6,8.5,66.1,C
79512,14.2,91.9,5.8,98.8,A
465824,14.5,83.3,3.9,78.3,B
790817,16.0,74.2,8.2,100.0,A
202538,5.7,77.3,4.7,77.0,B
793809,5.8,84.2,5.6,58.8,C
253315,10.4,88.7,4.8,77.2,B
124090,7.0,87.6,6.2,59.1,C
485435,13.5,100.0,6.8,99.8,A
681189,11.1,93.3,6.0,77.7,B
383865,8.3,77.3,6.6,83.7,B
311039,16.0,87.3,3.3,100.0,A
38557,16.0,71.5,5.1,100.0,A
680358,16.0,86.5,6.2,100.0,A
136937,10.0,63.8,4.1,78.6,B
259268,16.0,75.4,2.3,95.2,A
734822,1.9,97.0,8.1,57.7,C
519968,16.0,80.0,7.9,100.0,A
285759,10.0,100.0,6.1,68.9,C
991920,5.1,89.4,3.8,63.5,C
616903,9.7,88.2,3.9,66.1,C
869057,13.0,82.5,6.8,100.0,A
38983,16.0,82.1,4.1,77.9,B
218394,16.0,86.0,4.3,92.7,A
813663,11.5,81.5,6.0,74.7,B
132939,16.0,67.1,7.4,100.0,A
765392,9.8,89.7,4.7,78.7,B
859757,12.1,91.5,2.2,72.8,B
694043,8.4,82.7,5.9,69.8,C
504103,16.0,79.2,4.5,100.0,A
578903,16.0,85.7,6.8,96.5,A
953750,16.0,81.0,5.3,74.5,B
557231,15.0,82.3,6.3,77.0,B
886273,14.7,81.8,6.1,81.7,B
320821,2.2,78.2,2.1,49.2,D
615534,7.1,88.0,6.0,70.6,B
836997,16.0,88.9,7.2,100.0,A
110208,9.7,85.2,5.3,75.0,B
422526,11.6,92.3,4.5,90.2,A
345847,12.0,76.8,4.0,90.4,A
200270,14.1,80.3,4.6,79.9,B
687409,14.8,82.8,5.3,90.3,A
882996,4.2,90.4,3.5,63.3,C
814679,15.6,85.6,10.0,100.0,A
911931,10.9,91.6,4.8,63.1,C
612661,11.7,78.3,6.0,63.8,C
112786,12.3,86.2,7.2,80.9,B
660651,16.0,90.4,5.8,76.2,B
98887,15.3,91.6,3.0,73.4,B
333282,10.3,88.0,6.6,77.2,B
581729,16.0,82.4,5.9,100.0,A
424464,7.7,93.6,5.7,54.7,D
703579,11.2,94.3,7.6,93.3,A
177710,14.9,96.2,6.8,100.0,A
244879,6.6,88.3,8.9,67.9,C
905807,2.0,80.7,5.1,70.1,B
941013,16.0,97.0,6.1,100.0,A
415480,16.0,83.6,7.4,100.0,A
507290,16.0,83.5,4.1,100.0,A
80075,4.8,84.2,5.3,52.8,D
162781,16.0,71.9,3.8,80.0,B
329782,12.3,65.6,3.8,56.5,C
361581,7.6,100.0,7.7,67.6,C
811283,16.0,86.8,2.7,100.0,A
596159,14.6,81.3,2.9,88.5,A
77937,16.0,90.2,4.8,100.0,A
714707,16.0,85.8,7.5,95.1,A
642190,12.8,95.8,6.6,75.9,B
682616,13.1,84.4,4.3,82.5,B
194375,14.3,92.6,8.5,88.2,A
509860,10.0,83.9,9.3,88.8,A
935299,14.4,81.4,4.7,92.2,A
450827,16.0,81.2,8.3,90.4,A
888607,10.1,70.8,9.3,74.1,B
504839,5.2,81.5,4.7,42.7,D
461573,10.6,94.7,5.6,77.2,B
405255,5.8,76.7,4.5,59.3,C
840941,14.1,74.6,6.8,81.1,B
904811,16.0,85.4,7.7,94.5,A
798332,12.6,81.1,5.7,84.8,B
997406,16.0,76.7,6.4,89.9,A
857814,8.2,86.0,7.0,85.7,A
650770,16.0,80.9,0.9,90.5,A
365215,9.1,83.8,6.6,59.1,C
691582,16.0,100.0,6.2,100.0,A
865836,16.0,100.0,4.7,100.0,A
638456,12.9,74.4,3.5,91.5,A
308365,3.5,75.8,6.0,70.0,C
884484,16.0,88.0,5.1,100.0,A
829481,16.0,81.6,5.8,100.0,A
899600,7.0,93.4,8.6,65.2,C
54039,9.5,75.9,8.7,65.8,C
272450,16.0,93.8,7.8,100.0,A
965588,9.8,99.9,4.9,74.8,B
836939,16.0,92.8,7.4,100.0,A
272574,16.0,100.0,7.1,98.5,A
645550,6.2,72.1,5.4,60.9,C
53358,14.0,92.9,6.3,94.8,A
237100,0.1,84.5,7.1,63.3,C
916425,11.7,72.3,4.0,77.8,B
628061,16.0,78.3,6.8,100.0,A
223763,16.0,92.5,4.2,100.0,A
727748,5.8,100.0,5.7,58.7,C
240946,9.7,79.6,5.5,91.7,A
859455,3.9,91.3,6.6,45.2,D
303511,16.0,84.4,1.8,88.5,A
248610,11.9,84.0,7.8,87.2,A
784608,13.5,79.3,1.7,93.8,A
73554,15.2,76.3,5.0,100.0,A
136885,16.0,80.2,5.7,99.2,A
494310,14.5,100.0,4.1,98.6,A
61145,16.0,75.7,5.5,100.0,A
482893,3.2,81.9,5.2,53.8,D
763486,11.8,87.2,6.8,89.4,A
65685,15.0,60.1,5.6,93.4,A
898639,16.0,98.2,5.8,96.8,A
266782,12.5,81.0,6.2,87.3,A
78580,3.9,87.8,7.2,74.4,B
216950,16.0,83.6,5.0,100.0,A
234251,16.0,83.9,4.8,100.0,A
384308,16.0,93.4,7.1,100.0,A
595389,11.7,72.4,8.5,76.6,B
748641,0.6,94.1,5.0,37.3,F
814402,12.2,84.9,8.2,79.4,B
974709,16.0,100.0,4.9,83.4,B
543123,4.5,67.0,6.3,54.5,D
147530,7.7,79.2,4.7,84.8,B
121023,16.0,71.2,5.8,98.4,A
237925,8.8,71.4,8.2,59.8,C
167203,16.0,73.8,4.6,100.0,A
915802,16.0,96.2,7.4,100.0,A
361956,16.0,79.8,7.1,100.0,A
156554,16.0,78.8,5.9,100.0,A
589629,16.0,75.9,5.6,100.0,A
643998,0.0,92.6,3.7,56.3,C
534878,16.0,82.3,3.6,99.3,A
769035,16.0,85.5,1.4,100.0,A
289771,7.8,76.0,4.4,75.1,B
503820,13.1,88.9,7.6,79.3,B
264244,16.0,88.1,4.1,100.0,A
276149,6.0,87.4,6.5,84.4,B
698190,16.0,81.2,2.3,100.0,A
859978,13.2,71.0,6.4,80.9,B
376953,16.0,75.2,3.3,100.0,A
973220,16.0,81.2,7.8,100.0,A
22849,12.7,92.3,4.0,92.6,A
276424,11.0,72.2,9.0,80.4,B
28491,16.0,77.4,6.7,100.0,A
426240,13.0,78.3,7.5,97.5,A
546677,10.5,70.7,7.3,78.1,B
986921,16.0,80.4,2.7,100.0,A
813963,16.0,69.1,4.9,96.0,A
308844,16.0,100.0,6.8,100.0,A
194870,16.0,96.2,7.9,100.0,A
665059,16.0,79.6,5.0,96.9,A
789088,16.0,75.5,8.3,84.2,B
873952,13.6,86.5,5.3,77.5,B
397062,16.0,91.9,9.1,100.0,A
312669,16.0,70.7,4.5,100.0,A
251049,4.5,92.6,8.4,56.5,C
577566,16.0,75.6,6.3,99.4,A
172318,16.0,93.8,9.9,100.0,A
208815,10.4,88.5,8.0,87.9,A
730063,12.0,77.3,3.4,82.7,B
193894,15.2,98.5,7.0,74.2,B
962146,6.4,93.5,7.6,68.1,C
59549,11.9,100.0,4.9,84.0,B
430544,14.2,87.1,8.4,92.0,A
8761,16.0,90.7,2.5,100.0,A
417990,7.8,90.0,3.4,69.9,C
4340,12.8,80.6,6.9,83.6,B
278574,16.0,81.6,5.2,96.1,A
149902,6.0,81.8,9.4,50.1,D
306493,10.2,90.3,3.8,81.4,B
194610,12.2,93.4,5.4,84.5,B
734507,16.0,82.0,3.2,100.0,A
448490,16.0,97.5,5.5,95.0,A
565335,16.0,85.9,7.5,100.0,A
465923,16.0,77.0,5.4,97.0,A
504542,15.4,100.0,7.9,90.0,A
349374,15.7,100.0,6.8,70.4,B
898360,10.7,92.7,8.4,74.4,B
862860,1.3,91.5,5.9,50.7,D
869129,16.0,87.9,4.7,80.2,B
304002,16.0,93.2,6.8,100.0,A
950904,11.8,86.1,4.3,80.6,B
978064,13.3,83.4,8.5,83.8,B
123433,11.1,100.0,2.8,85.5,A
279603,13.9,75.5,4.8,100.0,A
454622,6.9,67.5,6.8,66.5,C
811911,7.1,89.8,6.5,72.4,B
353246,16.0,84.5,4.2,99.0,A
230008,16.0,79.6,5.9,100.0,A
723146,11.2,84.7,4.9,85.2,A
261208,15.2,97.1,6.4,92.1,A
134540,16.0,90.8,3.5,100.0,A
924767,10.9,82.3,4.6,71.1,B
304090,11.2,74.0,7.5,66.0,C
412599,15.6,73.4,6.7,79.7,B
106782,11.9,94.5,7.8,81.2,B
548277,15.4,63.1,5.6,92.1,A
933871,4.1,96.0,9.2,62.1,C
500585,16.0,100.0,4.9,92.0,A
173463,0.0,70.5,2.1,46.2,D
130479,10.8,71.1,8.8,79.4,B
600853,15.3,86.1,6.8,92.4,A
16039,10.1,67.0,1.4,65.3,C
781740,16.0,90.1,3.9,99.1,A
313904,12.8,100.0,4.6,92.9,A
294250,11.7,93.6,7.0,76.3,B
586170,16.0,86.6,7.3,95.5,A
561615,6.5,95.9,10.0,61.7,C
148159,10.9,100.0,2.4,77.3,B
756805,13.5,78.3,4.4,82.1,B
90741,15.7,82.2,5.4,76.1,B
861318,10.0,93.4,5.1,82.9,B
997099,16.0,81.2,8.1,100.0,A
739684,16.0,93.6,5.3,100.0,A
374567,15.6,82.6,5.5,96.4,A
420538,15.2,76.6,6.6,74.3,B
44070,16.0,83.4,5.6,100.0,A
545564,2.5,83.1,2.8,62.3,C
777749,9.5,99.6,3.8,72.8,B
309755,16.0,95.6,6.0,100.0,A
525291,16.0,93.2,5.1,100.0,A
372590,12.0,82.6,3.5,88.5,A
497900,12.9,80.3,4.3,90.4,A
910632,16.0,84.6,1.6,100.0,A
415890,6.6,84.4,6.7,67.7,C
697022,12.8,90.8,4.6,76.9,B
312241,16.0,89.0,4.6,100.0,A
898534,16.0,65.8,6.7,99.9,A
355646,16.0,77.4,8.4,100.0,A
453074,10.8,82.7,5.4,55.6,C
859603,16.0,99.8,7.3,100.0,A
480908,16.0,75.3,5.4,100.0,A
699641,16.0,84.7,5.6,94.9,A
662185,12.8,66.6,4.4,90.7,A
189904,16.0,82.1,7.7,95.4,A
364208,9.6,80.3,1.9,77.2,B
142964,6.5,91.1,5.7,62.6,C
133875,16.0,98.1,9.7,99.5,A
795012,8.3,89.9,4.3,72.5,B
620426,16.0,65.7,2.7,97.9,A
911717,11.1,91.7,3.5,53.9,D
490067,16.0,95.1,7.7,100.0,A
470267,5.9,94.6,8.0,61.3,C
80305,14.0,90.7,3.7,92.6,A
831707,16.0,90.9,7.3,92.5,A
281959,12.6,94.3,6.1,78.5,B
743766,5.0,89.2,6.9,60.5,C
915485,7.8,97.3,4.1,70.4,B
572108,15.3,59.2,4.3,85.7,A
271486,10.6,71.4,3.6,82.5,B
306928,16.0,66.8,4.9,100.0,A
187333,12.6,80.2,4.8,86.7,A
507937,11.4,73.9,7.0,91.8,A
310879,15.9,89.2,7.2,82.8,B
563510,0.0,96.9,7.1,51.0,D
783230,16.0,89.0,7.2,100.0,A
242672,16.0,90.5,5.3,100.0,A
39983,14.6,76.8,1.2,92.0,A
993009,16.0,100.0,8.0,91.3,A
9222,13.7,71.3,9.7,68.2,C
395765,15.2,72.8,6.4,100.0,A
271351,16.0,69.3,7.4,100.0,A
694655,11.0,58.8,8.1,66.1,C
480135,16.0,100.0,3.0,100.0,A
79932,13.4,58.8,7.1,66.7,C
303818,16.0,80.4,7.2,100.0,A
288692,16.0,84.1,4.4,100.0,A
482960,16.0,95.8,6.4,84.1,B
941916,13.1,97.0,1.7,84.8,B
852685,11.5,88.3,7.7,80.5,B
389299,16.0,85.7,4.9,100.0,A
624854,13.6,96.8,9.8,73.2,B
179716,14.2,80.5,7.2,100.0,A
86881,14.8,84.4,5.0,92.9,A
644281,15.5,67.8,10.0,91.5,A
95242,16.0,87.7,0.6,100.0,A
111190,16.0,85.0,4.4,100.0,A
104427,15.2,78.1,6.4,98.4,A
979039,14.2,89.2,6.2,72.2,B
554973,16.0,92.3,6.8,89.2,A
526764,9.9,85.4,6.5,87.3,A
123033,16.0,94.6,7.3,100.0,A
853604,13.3,80.0,6.1,65.5,C
87957,8.7,82.4,6.4,60.9,C
463020,12.9,89.4,9.4,82.5,B
870342,16.0,97.6,6.4,97.4,A
256664,16.0,77.2,7.8,100.0,A
885704,6.4,94.7,4.8,67.6,C
